ID,Item title,Final URL,Image URL,Price,Sale price
CW2288_111_8.5_CNF,Air force 1 ´07,http://ballzy.eu/lt/product/air-force-1-07-cw2288-111-8-5-cnf,https://tanelneemoja.github.io/feed-creek/generated_ads/ad_CW2288_111_8.5_CNF_6702b346_sq.jpg,119€,119€
VN000EYEW001_090_CNF,Ua classic slip-on,http://ballzy.eu/lt/product/ua-classic-slip-on-vn000eyew001-090-cnf,https://tanelneemoja.github.io/feed-creek/generated_ads/ad_VN000EYEW001_090_CNF_8ef14ec4_sq.jpg,49€,49€
60113286_OSFM_CNF,Face mask new york yankees,http://ballzy.eu/lt/product/face-mask-new-york-yankees-60113286-osfm-cnf,https://tanelneemoja.github.io/feed-creek/generated_ads/ad_60113286_OSFM_CNF_23d0ae7d_sq.jpg,5€,5€
CN1719_065_S_CNF,Chi m nk swgmn jsy ce 20,http://ballzy.eu/lt/product/chi-m-nk-swgmn-jsy-ce-20-cn1719-065-s-cnf,https://tanelneemoja.github.io/feed-creek/generated_ads/ad_CN1719_065_S_CNF_df8c9dd2_sq.jpg,54€,54€
DA2123_010_S_CNF,U nk ed crew bball 3pr 144,http://ballzy.eu/lt/product/u-nk-ed-crew-bball-3pr-144-da2123-010-s-cnf,https://tanelneemoja.github.io/feed-creek/generated_ads/ad_DA2123_010_S_CNF_a8ff33e0_sq.jpg,19€,
DA2123_100_S_CNF,U nk ed crew bball 3pr 144,http://ballzy.eu/lt/product/u-nk-ed-crew-bball-3pr-144-da2123-100-s-cnf,https://tanelneemoja.github.io/feed-creek/generated_ads/ad_DA2123_100_S_CNF_a0391d64_sq.jpg,19€,
DH2920_111_4Y_CNF,Air force 1 le gs,http://ballzy.eu/lt/product/air-force-1-le-gs-dh2920-111-4y-cnf,https://tanelneemoja.github.io/feed-creek/generated_ads/ad_DH2920_111_4Y_CNF_38482c21_sq.jpg,94€,94€
CT3839_002_4Y_CNF,Air force 1 gs,http://ballzy.eu/lt/product/air-force-1-gs-ct3839-002-4y-cnf,https://tanelneemoja.github.io/feed-creek/generated_ads/ad_CT3839_002_4Y_CNF_e3d063ef_sq.jpg,78€,78€
BV5635_010_S_CNF,M np short,http://ballzy.eu/lt/product/m-np-short-bv5635-010-s-cnf,https://tanelneemoja.github.io/feed-creek/generated_ads/ad_BV5635_010_S_CNF_16a8ab67_sq.jpg,19€,19€
VN000D3HY281_050_CNF,Ua old skool,http://ballzy.eu/lt/product/ua-old-skool-vn000d3hy281-050-cnf,https://tanelneemoja.github.io/feed-creek/generated_ads/ad_VN000D3HY281_050_CNF_e78cd62f_sq.jpg,69€,69€
6446R_RED_S_CNF,Mcd extended leg sleeves,http://ballzy.eu/lt/product/mcd-extended-leg-sleeves-6446r-red-s-cnf,https://tanelneemoja.github.io/feed-creek/generated_ads/ad_6446R_RED_S_CNF_8d88749d_sq.jpg,19€,19€
SX4863_101_S_CNF,W nk evry ltwt foot 3pr,http://ballzy.eu/lt/product/w-nk-evry-ltwt-foot-3pr-sx4863-101-s-cnf,https://tanelneemoja.github.io/feed-creek/generated_ads/ad_SX4863_101_S_CNF_470f92a5_sq.jpg,12€,12€
SX7667_010_S_CNF,U nk everyday cush ankle 3pr,http://ballzy.eu/lt/product/u-nk-everyday-cush-ankle-3pr-sx7667-010-s-cnf,https://tanelneemoja.github.io/feed-creek/generated_ads/ad_SX7667_010_S_CNF_03cc72e0_sq.jpg,15€,15€
